,Municipality,Province,Crop_Year,Season,Crop,Area,Production
35700,West Bengal,BIRBHUM,2003,Summer,Rice,70571.0,220062.0
35701,West Bengal,BIRBHUM,2003,Whole Year,Coconut,499.0,4491.0
35702,West Bengal,BIRBHUM,2003,Winter,Rice,300623.0,878083.0
35703,West Bengal,BIRBHUM,2004,Autumn,Rice,5149.0,13174.0
35704,West Bengal,BIRBHUM,2004,Kharif,Jute,391.0,6960.0
35705,West Bengal,BIRBHUM,2004,Kharif,Maize,121.0,211.0
35706,West Bengal,BIRBHUM,2004,Summer,Rice,74007.0,219514.0
35707,West Bengal,BIRBHUM,2004,Whole Year,Coconut,494.0,4199.0
35708,West Bengal,BIRBHUM,2004,Winter,Rice,308737.0,855316.0
35709,West Bengal,BIRBHUM,2005,Autumn,Rice,5233.0,12986.0
35710,West Bengal,BIRBHUM,2005,Kharif,Jute,179.0,3251.0
35711,West Bengal,BIRBHUM,2005,Kharif,Maize,162.0,236.0
35712,West Bengal,BIRBHUM,2005,Summer,Rice,48836.0,154942.0
35713,West Bengal,BIRBHUM,2005,Whole Year,Coconut,499.0,2495.0
35714,West Bengal,BIRBHUM,2005,Winter,Rice,314476.0,948410.0
35715,West Bengal,BIRBHUM,2006,Autumn,Rice,6086.0,15768.0
35716,West Bengal,BIRBHUM,2006,Kharif,Jute,353.0,6269.0
35717,West Bengal,BIRBHUM,2006,Kharif,Maize,268.0,434.0
35718,West Bengal,BIRBHUM,2006,Summer,Rice,64521.0,223353.0
35719,West Bengal,BIRBHUM,2006,Whole Year,Coconut,509.0,19749200.0
35720,West Bengal,BIRBHUM,2006,Winter,Rice,312799.0,960320.0
35721,West Bengal,BIRBHUM,2007,Autumn,Rice,4788.0,12599.0
35722,West Bengal,BIRBHUM,2007,Kharif,Jute,109.0,1821.0
35723,West Bengal,BIRBHUM,2007,Kharif,Maize,371.0,351.0
35724,West Bengal,BIRBHUM,2007,Summer,Maize,131.0,214.0
35725,West Bengal,BIRBHUM,2007,Summer,Rice,74238.0,249379.0
35726,West Bengal,BIRBHUM,2007,Whole Year,Coconut,350.0,2928000.0
35727,West Bengal,BIRBHUM,2007,Winter,Rice,314944.0,958708.0
35728,West Bengal,BIRBHUM,2008,Autumn,Maize,313.0,457.0
35729,West Bengal,BIRBHUM,2008,Autumn,Rice,4578.0,12512.0
35730,West Bengal,BIRBHUM,2008,Kharif,Jute,780.0,12886.0
35731,West Bengal,BIRBHUM,2008,Summer,Maize,142.0,251.0
35732,West Bengal,BIRBHUM,2008,Summer,Rice,81387.0,268153.0
35733,West Bengal,BIRBHUM,2008,Whole Year,Coconut,382.0,3195.0
35734,West Bengal,BIRBHUM,2008,Winter,Rice,307871.0,931728.0
35735,West Bengal,BIRBHUM,2009,Autumn,Maize,494.0,643.0
35736,West Bengal,BIRBHUM,2009,Autumn,Rice,1840.0,5464.0
35737,West Bengal,BIRBHUM,2009,Kharif,Jute,174.0,3055.0
35738,West Bengal,BIRBHUM,2009,Summer,Maize,113.0,183.0
35739,West Bengal,BIRBHUM,2009,Summer,Rice,54678.0,149905.0
35740,West Bengal,BIRBHUM,2009,Winter,Rice,301071.0,805180.0
35741,West Bengal,BIRBHUM,2010,Autumn,Maize,103.0,181.0
35742,West Bengal,BIRBHUM,2010,Autumn,Rice,2619.0,7105.0
35743,West Bengal,BIRBHUM,2010,Kharif,Jute,2.0,39.0
35744,West Bengal,BIRBHUM,2010,Summer,Maize,109.0,176.0
35745,West Bengal,BIRBHUM,2010,Summer,Rice,59448.0,201392.0
35746,West Bengal,BIRBHUM,2010,Winter,Rice,186962.0,539456.0
35747,West Bengal,BIRBHUM,2011,Autumn,Maize,154.0,242.0
35748,West Bengal,BIRBHUM,2011,Autumn,Rice,2554.0,5902.0
35749,West Bengal,BIRBHUM,2011,Kharif,Jute,293.0,5488.0
35750,West Bengal,BIRBHUM,2011,Summer,Maize,75.0,120.0
35751,West Bengal,BIRBHUM,2011,Summer,Rice,57912.0,180053.0
35752,West Bengal,BIRBHUM,2011,Winter,Rice,326412.0,940842.0
35753,West Bengal,BIRBHUM,2012,Autumn,Maize,92.0,177.0
35754,West Bengal,BIRBHUM,2012,Autumn,Rice,2477.0,6209.0
35755,West Bengal,BIRBHUM,2012,Kharif,Jute,321.0,6077.0
35756,West Bengal,BIRBHUM,2012,Rabi,Maize,61.0,58.0
35757,West Bengal,BIRBHUM,2012,Summer,Maize,31.0,50.0
35758,West Bengal,BIRBHUM,2012,Summer,Rice,57118.0,201202.0
35759,West Bengal,BIRBHUM,2012,Winter,Rice,312496.0,876823.0
35760,West Bengal,BIRBHUM,2013,Autumn,Rice,2763.0,6327.0
35761,West Bengal,BIRBHUM,2013,Kharif,Jute,871.0,17028.0
35762,West Bengal,BIRBHUM,2013,Rabi,Maize,9.0,8.0
35763,West Bengal,BIRBHUM,2013,Summer,Maize,72.0,116.0
35764,West Bengal,BIRBHUM,2013,Summer,Rice,59586.0,203027.0
35765,West Bengal,BIRBHUM,2013,Winter,Rice,322256.0,1064745.0
35766,West Bengal,BIRBHUM,2014,Autumn,Maize,267.0,540.0
35767,West Bengal,BIRBHUM,2014,Autumn,Rice,2585.0,6721.0
35768,West Bengal,BIRBHUM,2014,Kharif,Jute,323.0,6702.0
35769,West Bengal,BIRBHUM,2014,Rabi,Maize,35.0,33.0
35770,West Bengal,BIRBHUM,2014,Summer,Maize,115.0,276.0
35771,West Bengal,BIRBHUM,2014,Summer,Rice,66581.0,225789.0
35772,West Bengal,BIRBHUM,2014,Winter,Rice,315561.0,1029374.0
35773,West Bengal,COOCHBEHAR,1997,Autumn,Rice,34950.0,53050.0
35774,West Bengal,COOCHBEHAR,1997,Kharif,Jute,101570.0,884370.0
35775,West Bengal,COOCHBEHAR,1997,Summer,Rice,16269.0,38900.0
35776,West Bengal,COOCHBEHAR,1997,Whole Year,Coconut,600.0,7200.0
35777,West Bengal,COOCHBEHAR,1997,Whole Year,Maize,7.0,30.0
35778,West Bengal,COOCHBEHAR,1997,Winter,Rice,222464.0,277140.0
35779,West Bengal,COOCHBEHAR,1998,Autumn,Rice,32968.0,43650.0
35780,West Bengal,COOCHBEHAR,1998,Kharif,Jute,74284.0,629980.0
35781,West Bengal,COOCHBEHAR,1998,Kharif,Maize,32.0,120.0
35782,West Bengal,COOCHBEHAR,1998,Summer,Rice,27046.0,83091.0
35783,West Bengal,COOCHBEHAR,1998,Whole Year,Coconut,600.0,7200.0
35784,West Bengal,COOCHBEHAR,1998,Winter,Rice,222381.0,242130.0
35785,West Bengal,COOCHBEHAR,1999,Autumn,Rice,33848.0,53380.0
35786,West Bengal,COOCHBEHAR,1999,Kharif,Jute,81093.0,710250.0
35787,West Bengal,COOCHBEHAR,1999,Kharif,Maize,3.0,10.0
35788,West Bengal,COOCHBEHAR,1999,Summer,Rice,29461.0,80980.0
35789,West Bengal,COOCHBEHAR,1999,Whole Year,Coconut,475.0,5700.0
35790,West Bengal,COOCHBEHAR,1999,Winter,Rice,228943.0,305410.0
35791,West Bengal,COOCHBEHAR,2000,Autumn,Rice,30475.0,48730.0
35792,West Bengal,COOCHBEHAR,2000,Kharif,Jute,84092.0,782630.0
35793,West Bengal,COOCHBEHAR,2000,Kharif,Maize,4.0,10.0
35794,West Bengal,COOCHBEHAR,2000,Summer,Rice,28442.0,73683.0
35795,West Bengal,COOCHBEHAR,2000,Whole Year,Coconut,525.0,1050.0
35796,West Bengal,COOCHBEHAR,2000,Winter,Rice,232980.0,394870.0
35797,West Bengal,COOCHBEHAR,2001,Autumn,Rice,28554.0,44807.0
35798,West Bengal,COOCHBEHAR,2001,Kharif,Jute,85645.0,904290.0
35799,West Bengal,COOCHBEHAR,2001,Kharif,Maize,17.0,55.0
35800,West Bengal,COOCHBEHAR,2001,Summer,Rice,28214.0,69654.0
35801,West Bengal,COOCHBEHAR,2001,Whole Year,Coconut,550.0,1100.0
35802,West Bengal,COOCHBEHAR,2001,Winter,Rice,222425.0,352220.0
35803,West Bengal,COOCHBEHAR,2002,Autumn,Rice,22774.0,35727.0
35804,West Bengal,COOCHBEHAR,2002,Kharif,Jute,71732.0,739346.0
35805,West Bengal,COOCHBEHAR,2002,Kharif,Maize,35.0,82.0
35806,West Bengal,COOCHBEHAR,2002,Summer,Rice,27747.0,64491.0
35807,West Bengal,COOCHBEHAR,2002,Whole Year,Coconut,560.0,1120.0
35808,West Bengal,COOCHBEHAR,2002,Winter,Rice,222609.0,357423.0
35809,West Bengal,COOCHBEHAR,2003,Autumn,Rice,17369.0,30968.0
35810,West Bengal,COOCHBEHAR,2003,Kharif,Jute,62539.0,652324.0
35811,West Bengal,COOCHBEHAR,2003,Kharif,Maize,341.0,467.0
35812,West Bengal,COOCHBEHAR,2003,Summer,Rice,35750.0,90233.0
35813,West Bengal,COOCHBEHAR,2003,Whole Year,Coconut,575.0,1150.0
35814,West Bengal,COOCHBEHAR,2003,Winter,Rice,223111.0,394216.0
35815,West Bengal,COOCHBEHAR,2004,Autumn,Rice,14031.0,18116.0
35816,West Bengal,COOCHBEHAR,2004,Kharif,Jute,65850.0,623168.0
35817,West Bengal,COOCHBEHAR,2004,Kharif,Maize,2215.0,11154.0
35818,West Bengal,COOCHBEHAR,2004,Summer,Rice,38783.0,88965.0
35819,West Bengal,COOCHBEHAR,2004,Whole Year,Coconut,645.0,8256.0
35820,West Bengal,COOCHBEHAR,2004,Winter,Rice,216497.0,366064.0
35821,West Bengal,COOCHBEHAR,2005,Autumn,Rice,12032.0,17728.0
35822,West Bengal,COOCHBEHAR,2005,Kharif,Jute,69989.0,764207.0
35823,West Bengal,COOCHBEHAR,2005,Kharif,Maize,3052.0,22622.0
35824,West Bengal,COOCHBEHAR,2005,Summer,Rice,33222.0,78806.0
35825,West Bengal,COOCHBEHAR,2005,Whole Year,Coconut,645.0,8256.0
35826,West Bengal,COOCHBEHAR,2005,Winter,Rice,235239.0,449044.0
35827,West Bengal,COOCHBEHAR,2006,Autumn,Rice,12407.0,10987.0
35828,West Bengal,COOCHBEHAR,2006,Kharif,Jute,73101.0,761987.0
35829,West Bengal,COOCHBEHAR,2006,Kharif,Maize,5900.0,35200.0
35830,West Bengal,COOCHBEHAR,2006,Summer,Rice,30049.0,83386.0
35831,West Bengal,COOCHBEHAR,2006,Whole Year,Coconut,750.0,9750000.0
35832,West Bengal,COOCHBEHAR,2006,Winter,Rice,196996.0,351419.0
35833,West Bengal,COOCHBEHAR,2007,Autumn,Rice,12303.0,16627.0
35834,West Bengal,COOCHBEHAR,2007,Kharif,Jute,87694.0,985124.0
35835,West Bengal,COOCHBEHAR,2007,Kharif,Maize,184.0,425.0
35836,West Bengal,COOCHBEHAR,2007,Rabi,Maize,4787.0,28722.0
35837,West Bengal,COOCHBEHAR,2007,Summer,Maize,4750.0,28500.0
35838,West Bengal,COOCHBEHAR,2007,Summer,Rice,50357.0,147655.0
35839,West Bengal,COOCHBEHAR,2007,Whole Year,Coconut,1250.0,10750000.0
35840,West Bengal,COOCHBEHAR,2007,Winter,Rice,230836.0,354548.0
35841,West Bengal,COOCHBEHAR,2008,Autumn,Maize,375.0,1058.0
35842,West Bengal,COOCHBEHAR,2008,Autumn,Rice,12953.0,21467.0
35843,West Bengal,COOCHBEHAR,2008,Kharif,Jute,85203.0,977935.0
35844,West Bengal,COOCHBEHAR,2008,Rabi,Maize,4049.0,23484.0
35845,West Bengal,COOCHBEHAR,2008,Summer,Maize,4049.0,24294.0
35846,West Bengal,COOCHBEHAR,2008,Summer,Rice,67270.0,114835.0
35847,West Bengal,COOCHBEHAR,2008,Whole Year,Coconut,1255.0,17060.0
35848,West Bengal,COOCHBEHAR,2008,Winter,Rice,229612.0,364084.0
35849,West Bengal,COOCHBEHAR,2009,Autumn,Maize,407.0,933.0
35850,West Bengal,COOCHBEHAR,2009,Autumn,Rice,4090.0,5885.0
35851,West Bengal,COOCHBEHAR,2009,Kharif,Jute,87208.0,1084117.0
35852,West Bengal,COOCHBEHAR,2009,Rabi,Maize,6010.0,35038.0
35853,West Bengal,COOCHBEHAR,2009,Summer,Maize,4374.0,26603.0
35854,West Bengal,COOCHBEHAR,2009,Summer,Rice,51428.0,144105.0
35855,West Bengal,COOCHBEHAR,2009,Winter,Rice,218509.0,411030.0
35856,West Bengal,COOCHBEHAR,2010,Autumn,Maize,484.0,1306.0
35857,West Bengal,COOCHBEHAR,2010,Autumn,Rice,1733.0,2756.0
35858,West Bengal,COOCHBEHAR,2010,Kharif,Jute,75091.0,712680.0
35859,West Bengal,COOCHBEHAR,2010,Rabi,Maize,4075.0,23818.0
35860,West Bengal,COOCHBEHAR,2010,Summer,Maize,4391.0,26465.0
35861,West Bengal,COOCHBEHAR,2010,Summer,Rice,51338.0,148435.0
35862,West Bengal,COOCHBEHAR,2010,Winter,Rice,222220.0,505675.0
35863,West Bengal,COOCHBEHAR,2011,Autumn,Maize,656.0,1487.0
35864,West Bengal,COOCHBEHAR,2011,Autumn,Rice,4218.0,6923.0
35865,West Bengal,COOCHBEHAR,2011,Kharif,Jute,79356.0,1028825.0
35866,West Bengal,COOCHBEHAR,2011,Rabi,Maize,4290.0,25204.0
35867,West Bengal,COOCHBEHAR,2011,Summer,Maize,4400.0,27280.0
35868,West Bengal,COOCHBEHAR,2011,Summer,Rice,49330.0,141713.0
35869,West Bengal,COOCHBEHAR,2011,Winter,Rice,219727.0,452052.0
35870,West Bengal,COOCHBEHAR,2012,Autumn,Maize,1797.0,4375.0
35871,West Bengal,COOCHBEHAR,2012,Autumn,Rice,4214.0,6367.0
35872,West Bengal,COOCHBEHAR,2012,Kharif,Jute,75928.0,987393.0
35873,West Bengal,COOCHBEHAR,2012,Rabi,Maize,7100.0,46150.0
35874,West Bengal,COOCHBEHAR,2012,Summer,Maize,4388.0,26780.0
35875,West Bengal,COOCHBEHAR,2012,Summer,Rice,53869.0,176821.0
35876,West Bengal,COOCHBEHAR,2012,Winter,Rice,219730.0,487072.0
35877,West Bengal,COOCHBEHAR,2013,Autumn,Maize,2677.0,7434.0
35878,West Bengal,COOCHBEHAR,2013,Autumn,Rice,4170.0,7106.0
35879,West Bengal,COOCHBEHAR,2013,Kharif,Jute,76238.0,917138.0
35880,West Bengal,COOCHBEHAR,2013,Rabi,Maize,12750.0,82875.0
35881,West Bengal,COOCHBEHAR,2013,Summer,Maize,4393.0,26841.0
35882,West Bengal,COOCHBEHAR,2013,Summer,Rice,56109.0,180652.0
35883,West Bengal,COOCHBEHAR,2013,Winter,Rice,212855.0,540216.0
35884,West Bengal,COOCHBEHAR,2014,Autumn,Maize,2745.0,6982.0
35885,West Bengal,COOCHBEHAR,2014,Autumn,Rice,4050.0,7113.0
35886,West Bengal,COOCHBEHAR,2014,Kharif,Jute,72734.0,1003106.0
35887,West Bengal,COOCHBEHAR,2014,Rabi,Maize,12750.0,82875.0
35888,West Bengal,COOCHBEHAR,2014,Summer,Maize,4394.0,26847.0
35889,West Bengal,COOCHBEHAR,2014,Summer,Rice,56294.0,197210.0
35890,West Bengal,COOCHBEHAR,2014,Winter,Rice,217046.0,515777.0
35891,West Bengal,DARJEELING,1997,Autumn,Rice,6540.0,4230.0
35892,West Bengal,DARJEELING,1997,Kharif,Jute,2250.0,20030.0
35893,West Bengal,DARJEELING,1997,Summer,Rice,125.0,350.0
35894,West Bengal,DARJEELING,1997,Whole Year,Coconut,120.0,574.0
35895,West Bengal,DARJEELING,1997,Whole Year,Maize,22618.0,87130.0
35896,West Bengal,DARJEELING,1997,Winter,Rice,28884.0,34960.0
35897,West Bengal,DARJEELING,1998,Autumn,Rice,6190.0,5460.0
35898,West Bengal,DARJEELING,1998,Kharif,Jute,2358.0,21360.0
35899,West Bengal,DARJEELING,1998,Kharif,Maize,21498.0,77560.0
35900,West Bengal,DARJEELING,1998,Summer,Rice,394.0,1379.0
35901,West Bengal,DARJEELING,1998,Whole Year,Coconut,128.0,612.2
35902,West Bengal,DARJEELING,1998,Winter,Rice,29856.0,32490.0
35903,West Bengal,DARJEELING,1999,Autumn,Rice,5213.0,7540.0
35904,West Bengal,DARJEELING,1999,Kharif,Jute,2289.0,22470.0
35905,West Bengal,DARJEELING,1999,Kharif,Maize,19063.0,41720.0
35906,West Bengal,DARJEELING,1999,Summer,Rice,392.0,1060.0
35907,West Bengal,DARJEELING,1999,Whole Year,Coconut,133.0,2334.0
35908,West Bengal,DARJEELING,1999,Winter,Rice,30056.0,42850.0
35909,West Bengal,DARJEELING,2000,Autumn,Rice,5369.0,8210.0
35910,West Bengal,DARJEELING,2000,Kharif,Jute,2227.0,18110.0
35911,West Bengal,DARJEELING,2000,Kharif,Maize,12876.0,39870.0
35912,West Bengal,DARJEELING,2000,Summer,Rice,469.0,1213.0
35913,West Bengal,DARJEELING,2000,Whole Year,Coconut,133.0,2334.0
35914,West Bengal,DARJEELING,2000,Winter,Rice,28303.0,43470.0
35915,West Bengal,DARJEELING,2001,Autumn,Rice,6125.0,8821.0
35916,West Bengal,DARJEELING,2001,Kharif,Jute,2866.0,30923.0
35917,West Bengal,DARJEELING,2001,Kharif,Maize,12932.0,44872.0
35918,West Bengal,DARJEELING,2001,Summer,Rice,1025.0,2096.0
35919,West Bengal,DARJEELING,2001,Whole Year,Coconut,158.0,2743.7
35920,West Bengal,DARJEELING,2001,Winter,Rice,28857.0,48309.0
35921,West Bengal,DARJEELING,2002,Autumn,Rice,5914.0,9317.0
35922,West Bengal,DARJEELING,2002,Kharif,Jute,2997.0,28750.0
35923,West Bengal,DARJEELING,2002,Kharif,Maize,12953.0,29187.0
35924,West Bengal,DARJEELING,2002,Summer,Rice,1604.0,2569.0
35925,West Bengal,DARJEELING,2002,Whole Year,Coconut,158.0,2614.9
35926,West Bengal,DARJEELING,2002,Winter,Rice,29136.0,48718.0
35927,West Bengal,DARJEELING,2003,Autumn,Rice,5532.0,9152.0
35928,West Bengal,DARJEELING,2003,Kharif,Jute,2750.0,29069.0
35929,West Bengal,DARJEELING,2003,Kharif,Maize,14160.0,27952.0
35930,West Bengal,DARJEELING,2003,Summer,Rice,1215.0,2503.0
35931,West Bengal,DARJEELING,2003,Whole Year,Coconut,149.0,2468.9
35932,West Bengal,DARJEELING,2003,Winter,Rice,28591.0,53179.0
35933,West Bengal,DARJEELING,2004,Autumn,Rice,4891.0,1581.0
35934,West Bengal,DARJEELING,2004,Kharif,Jute,2425.0,27368.0
35935,West Bengal,DARJEELING,2004,Kharif,Maize,14517.0,41950.0
35936,West Bengal,DARJEELING,2004,Summer,Rice,1177.0,2248.0
35937,West Bengal,DARJEELING,2004,Whole Year,Coconut,165.0,2910.3
35938,West Bengal,DARJEELING,2004,Winter,Rice,28878.0,44083.0
35939,West Bengal,DARJEELING,2005,Autumn,Rice,4376.0,6964.0
35940,West Bengal,DARJEELING,2005,Kharif,Jute,2545.0,31003.0
35941,West Bengal,DARJEELING,2005,Kharif,Maize,14376.0,29409.0
35942,West Bengal,DARJEELING,2005,Summer,Rice,1288.0,2408.0
35943,West Bengal,DARJEELING,2005,Whole Year,Coconut,165.0,2910.0
35944,West Bengal,DARJEELING,2005,Winter,Rice,28859.0,49262.0
35945,West Bengal,DARJEELING,2006,Autumn,Rice,4356.0,8888.0
35946,West Bengal,DARJEELING,2006,Kharif,Jute,2481.0,31435.0
35947,West Bengal,DARJEELING,2006,Kharif,Maize,14558.0,30808.0
35948,West Bengal,DARJEELING,2006,Summer,Rice,1536.0,3181.0
35949,West Bengal,DARJEELING,2006,Whole Year,Coconut,168.0,2970700.0
35950,West Bengal,DARJEELING,2006,Winter,Rice,25536.0,46585.0
35951,West Bengal,DARJEELING,2007,Autumn,Rice,3818.0,6193.0
35952,West Bengal,DARJEELING,2007,Kharif,Jute,2645.0,28265.0
35953,West Bengal,DARJEELING,2007,Kharif,Maize,14895.0,37547.0
35954,West Bengal,DARJEELING,2007,Rabi,Maize,85.0,128.0
35955,West Bengal,DARJEELING,2007,Summer,Maize,305.0,512.0
35956,West Bengal,DARJEELING,2007,Summer,Rice,1498.0,3659.0
35957,West Bengal,DARJEELING,2007,Whole Year,Coconut,155.0,2480000.0
35958,West Bengal,DARJEELING,2007,Winter,Rice,26905.0,49572.0
35959,West Bengal,DARJEELING,2008,Autumn,Maize,15365.0,42259.0
35960,West Bengal,DARJEELING,2008,Autumn,Rice,3615.0,5904.0
35961,West Bengal,DARJEELING,2008,Kharif,Jute,2923.0,33879.0
35962,West Bengal,DARJEELING,2008,Rabi,Maize,85.0,116.0
35963,West Bengal,DARJEELING,2008,Summer,Maize,305.0,512.0
35964,West Bengal,DARJEELING,2008,Summer,Rice,1526.0,3204.0
35965,West Bengal,DARJEELING,2008,Whole Year,Coconut,155.0,2480.0
35966,West Bengal,DARJEELING,2008,Winter,Rice,27318.0,59556.0
35967,West Bengal,DARJEELING,2009,Autumn,Maize,15398.0,38232.0
35968,West Bengal,DARJEELING,2009,Autumn,Rice,3549.0,7621.0
35969,West Bengal,DARJEELING,2009,Kharif,Jute,2980.0,36852.0
35970,West Bengal,DARJEELING,2009,Rabi,Maize,50.0,130.0
35971,West Bengal,DARJEELING,2009,Summer,Maize,395.0,1244.0
35972,West Bengal,DARJEELING,2009,Summer,Rice,1499.0,3406.0
35973,West Bengal,DARJEELING,2009,Winter,Rice,27250.0,64401.0
35974,West Bengal,DARJEELING,2010,Autumn,Maize,15530.0,39153.0
35975,West Bengal,DARJEELING,2010,Autumn,Rice,3451.0,8181.0
35976,West Bengal,DARJEELING,2010,Kharif,Jute,3046.0,30150.0
35977,West Bengal,DARJEELING,2010,Rabi,Maize,50.0,130.0
35978,West Bengal,DARJEELING,2010,Summer,Maize,480.0,1505.0
35979,West Bengal,DARJEELING,2010,Summer,Rice,1533.0,3981.0
35980,West Bengal,DARJEELING,2010,Winter,Rice,27278.0,65640.0
35981,West Bengal,DARJEELING,2011,Autumn,Maize,15654.0,36027.0
35982,West Bengal,DARJEELING,2011,Autumn,Rice,3468.0,6461.0
35983,West Bengal,DARJEELING,2011,Kharif,Jute,3039.0,33694.0
35984,West Bengal,DARJEELING,2011,Rabi,Maize,60.0,188.0
35985,West Bengal,DARJEELING,2011,Summer,Maize,490.0,1551.0
35986,West Bengal,DARJEELING,2011,Summer,Rice,1579.0,4299.0
35987,West Bengal,DARJEELING,2011,Winter,Rice,27242.0,60576.0
35988,West Bengal,DARJEELING,2012,Autumn,Maize,15686.0,36167.0
35989,West Bengal,DARJEELING,2012,Autumn,Rice,3478.0,4977.0
35990,West Bengal,DARJEELING,2012,Kharif,Jute,3037.0,36911.0
35991,West Bengal,DARJEELING,2012,Rabi,Maize,53.0,149.0
35992,West Bengal,DARJEELING,2012,Summer,Maize,454.0,1433.0
35993,West Bengal,DARJEELING,2012,Summer,Rice,1630.0,3677.0
35994,West Bengal,DARJEELING,2012,Winter,Rice,27311.0,58903.0
35995,West Bengal,DARJEELING,2013,Autumn,Maize,16080.0,37032.0
35996,West Bengal,DARJEELING,2013,Autumn,Rice,3512.0,6823.0
35997,West Bengal,DARJEELING,2013,Kharif,Jute,2950.0,37987.0
35998,West Bengal,DARJEELING,2013,Rabi,Maize,54.0,156.0
35999,West Bengal,DARJEELING,2013,Summer,Maize,1350.0,4523.0
36000,West Bengal,DARJEELING,2013,Summer,Rice,1638.0,3354.0
36001,West Bengal,DARJEELING,2013,Winter,Rice,27005.0,62125.0
36002,West Bengal,DARJEELING,2014,Autumn,Maize,15563.0,36415.0
36003,West Bengal,DARJEELING,2014,Autumn,Rice,3910.0,8158.0
36004,West Bengal,DARJEELING,2014,Kharif,Jute,3372.0,47047.0
36005,West Bengal,DARJEELING,2014,Rabi,Maize,55.0,164.0
36006,West Bengal,DARJEELING,2014,Summer,Maize,1350.0,4523.0
36007,West Bengal,DARJEELING,2014,Summer,Rice,1516.0,3437.0
36008,West Bengal,DARJEELING,2014,Winter,Rice,27135.0,56945.0
36009,West Bengal,DINAJPUR DAKSHIN,1997,Autumn,Rice,4783.0,4890.0
36010,West Bengal,DINAJPUR DAKSHIN,1997,Kharif,Jute,59370.0,476630.0
36011,West Bengal,DINAJPUR DAKSHIN,1997,Summer,Rice,17674.0,47620.0
36012,West Bengal,DINAJPUR DAKSHIN,1997,Whole Year,Coconut,147.0,2680.0
36013,West Bengal,DINAJPUR DAKSHIN,1997,Whole Year,Maize,37.0,140.0
36014,West Bengal,DINAJPUR DAKSHIN,1997,Winter,Rice,174850.0,357070.0
36015,West Bengal,DINAJPUR DAKSHIN,1998,Autumn,Rice,5095.0,11280.0
36016,West Bengal,DINAJPUR DAKSHIN,1998,Kharif,Jute,10885.0,86550.0
36017,West Bengal,DINAJPUR DAKSHIN,1998,Kharif,Maize,9.0,30.0
36018,West Bengal,DINAJPUR DAKSHIN,1998,Summer,Rice,36514.0,126731.0
36019,West Bengal,DINAJPUR DAKSHIN,1998,Whole Year,Coconut,152.0,2633.9
36020,West Bengal,DINAJPUR DAKSHIN,1998,Winter,Rice,169845.0,325470.0
36021,West Bengal,DINAJPUR DAKSHIN,1999,Autumn,Rice,9134.0,15710.0
36022,West Bengal,DINAJPUR DAKSHIN,1999,Kharif,Jute,13620.0,124790.0
36023,West Bengal,DINAJPUR DAKSHIN,1999,Kharif,Maize,1.0,2.0
36024,West Bengal,DINAJPUR DAKSHIN,1999,Summer,Rice,36292.0,99720.0
36025,West Bengal,DINAJPUR DAKSHIN,1999,Whole Year,Coconut,156.0,2784.0
36026,West Bengal,DINAJPUR DAKSHIN,1999,Winter,Rice,171991.0,307930.0
36027,West Bengal,DINAJPUR DAKSHIN,2000,Autumn,Rice,7353.0,13130.0
36028,West Bengal,DINAJPUR DAKSHIN,2000,Kharif,Jute,15090.0,146090.0
36029,West Bengal,DINAJPUR DAKSHIN,2000,Kharif,Maize,2.0,10.0
36030,West Bengal,DINAJPUR DAKSHIN,2000,Summer,Rice,37395.0,116211.0
36031,West Bengal,DINAJPUR DAKSHIN,2000,Whole Year,Coconut,160.0,2847.0
36032,West Bengal,DINAJPUR DAKSHIN,2000,Winter,Rice,165989.0,338010.0
36033,West Bengal,DINAJPUR DAKSHIN,2001,Autumn,Rice,8958.0,14952.0
36034,West Bengal,DINAJPUR DAKSHIN,2001,Kharif,Jute,17159.0,182517.0
36035,West Bengal,DINAJPUR DAKSHIN,2001,Summer,Rice,37634.0,100882.0
36036,West Bengal,DINAJPUR DAKSHIN,2001,Whole Year,Coconut,163.0,2855.6
36037,West Bengal,DINAJPUR DAKSHIN,2001,Winter,Rice,164688.0,309544.0
36038,West Bengal,DINAJPUR DAKSHIN,2002,Autumn,Rice,8600.0,12129.0
36039,West Bengal,DINAJPUR DAKSHIN,2002,Kharif,Jute,17220.0,184008.0
36040,West Bengal,DINAJPUR DAKSHIN,2002,Summer,Rice,36812.0,96463.0
36041,West Bengal,DINAJPUR DAKSHIN,2002,Whole Year,Coconut,165.0,2748.6
36042,West Bengal,DINAJPUR DAKSHIN,2002,Winter,Rice,163102.0,353361.0
36043,West Bengal,DINAJPUR DAKSHIN,2003,Autumn,Rice,9267.0,17055.0
36044,West Bengal,DINAJPUR DAKSHIN,2003,Kharif,Jute,18833.0,220519.0
36045,West Bengal,DINAJPUR DAKSHIN,2003,Summer,Rice,37855.0,110582.0
36046,West Bengal,DINAJPUR DAKSHIN,2003,Whole Year,Coconut,166.0,2765.7
36047,West Bengal,DINAJPUR DAKSHIN,2003,Winter,Rice,165217.0,391957.0
36048,West Bengal,DINAJPUR DAKSHIN,2004,Autumn,Rice,9097.0,16868.0
36049,West Bengal,DINAJPUR DAKSHIN,2004,Kharif,Jute,18289.0,208902.0
36050,West Bengal,DINAJPUR DAKSHIN,2004,Kharif,Maize,146.0,305.0
36051,West Bengal,DINAJPUR DAKSHIN,2004,Summer,Rice,40173.0,118905.0
