,Municipality,Province,Crop_Year,Season,Crop,Area,Production
5705,Bihar,AURANGABAD,2008,Winter,Rice,165979.0,240569.0
5706,Bihar,AURANGABAD,2009,Autumn,Maize,300.0,394.0
5707,Bihar,AURANGABAD,2009,Summer,Maize,9.0,28.0
5708,Bihar,AURANGABAD,2009,Winter,Rice,141357.0,199191.0
5709,Bihar,AURANGABAD,2010,Autumn,Maize,275.0,480.0
5710,Bihar,AURANGABAD,2010,Summer,Maize,9.0,36.0
5711,Bihar,AURANGABAD,2010,Winter,Rice,125655.0,178033.0
5712,Bihar,AURANGABAD,2011,Autumn,Maize,490.0,889.0
5713,Bihar,AURANGABAD,2011,Winter,Rice,176162.0,581968.0
5714,Bihar,AURANGABAD,2012,Autumn,Maize,477.0,1592.0
5715,Bihar,AURANGABAD,2012,Rabi,Maize,3.0,10.0
5716,Bihar,AURANGABAD,2012,Summer,Maize,5.0,19.0
5717,Bihar,AURANGABAD,2012,Winter,Rice,179922.0,615087.0
5718,Bihar,AURANGABAD,2013,Autumn,Maize,338.0,781.0
5719,Bihar,AURANGABAD,2013,Summer,Maize,5.0,24.0
5720,Bihar,AURANGABAD,2013,Winter,Rice,139722.0,514563.0
5721,Bihar,AURANGABAD,2014,Autumn,Maize,339.0,672.0
5722,Bihar,AURANGABAD,2014,Rabi,Maize,8.0,29.0
5723,Bihar,AURANGABAD,2014,Summer,Maize,2.0,9.0
5724,Bihar,AURANGABAD,2014,Winter,Rice,164023.0,619195.0
5725,Bihar,BANKA,1997,Autumn,Rice,38.0,59.0
5726,Bihar,BANKA,1997,Kharif,Maize,9135.0,6725.0
5727,Bihar,BANKA,1997,Rabi,Maize,1362.0,3295.0
5728,Bihar,BANKA,1997,Summer,Maize,1475.0,3060.0
5729,Bihar,BANKA,1997,Summer,Rice,480.0,808.0
5730,Bihar,BANKA,1997,Winter,Rice,98943.0,159067.0
5731,Bihar,BANKA,1998,Kharif,Blackgram,6.0,5.0
5732,Bihar,BANKA,1998,Kharif,Maize,7782.0,7888.0
5733,Bihar,BANKA,1998,Rabi,Maize,2523.0,4014.0
5734,Bihar,BANKA,1998,Summer,Maize,2108.0,2650.0
5735,Bihar,BANKA,1998,Summer,Rice,378.0,743.0
5736,Bihar,BANKA,1998,Winter,Rice,110968.0,163419.0
5737,Bihar,BANKA,1999,Kharif,Maize,10021.0,11632.0
5738,Bihar,BANKA,1999,Kharif,Rice,89.0,114.0
5739,Bihar,BANKA,1999,Rabi,Maize,3238.0,4135.0
5740,Bihar,BANKA,1999,Summer,Maize,3429.0,8486.0
5741,Bihar,BANKA,1999,Summer,Rice,65.0,121.0
5742,Bihar,BANKA,2000,Autumn,Rice,121873.0,138302.0
5743,Bihar,BANKA,2000,Kharif,Maize,11579.0,15486.0
5744,Bihar,BANKA,2000,Kharif,Rice,1.0,2.0
5745,Bihar,BANKA,2000,Rabi,Maize,2166.0,5976.0
5746,Bihar,BANKA,2000,Summer,Maize,2580.0,8887.0
5747,Bihar,BANKA,2000,Summer,Rice,48.0,89.0
5748,Bihar,BANKA,2001,Autumn,Maize,7921.0,13007.0
5749,Bihar,BANKA,2001,Autumn,Rice,102989.0,130687.0
5750,Bihar,BANKA,2001,Kharif,Jute,1.0,7.0
5751,Bihar,BANKA,2001,Kharif,Rice,52.0,106.0
5752,Bihar,BANKA,2001,Rabi,Maize,2642.0,3025.0
5753,Bihar,BANKA,2001,Summer,Maize,2779.0,8954.0
5754,Bihar,BANKA,2002,Autumn,Maize,9526.0,11735.0
5755,Bihar,BANKA,2002,Rabi,Maize,1624.0,3501.0
5756,Bihar,BANKA,2002,Summer,Maize,2449.0,6383.0
5757,Bihar,BANKA,2002,Winter,Rice,103299.0,145882.0
5758,Bihar,BANKA,2003,Kharif,Jute,332.0,2464.0
5759,Bihar,BANKA,2003,Kharif,Maize,8371.0,19547.0
5760,Bihar,BANKA,2003,Kharif,Rice,100564.0,150537.0
5761,Bihar,BANKA,2003,Rabi,Maize,1484.0,4642.0
5762,Bihar,BANKA,2003,Summer,Maize,3281.0,8938.0
5763,Bihar,BANKA,2003,Winter,Rice,100564.0,150537.0
5764,Bihar,BANKA,2004,Kharif,Maize,8011.0,7782.0
5765,Bihar,BANKA,2004,Rabi,Maize,1487.0,4772.0
5766,Bihar,BANKA,2004,Summer,Maize,3105.0,10058.0
5767,Bihar,BANKA,2004,Winter,Rice,71841.0,97758.0
5768,Bihar,BANKA,2005,Kharif,Maize,7008.0,6833.0
5769,Bihar,BANKA,2005,Rabi,Maize,2126.0,3304.0
5770,Bihar,BANKA,2005,Summer,Maize,3310.0,9123.0
5771,Bihar,BANKA,2005,Winter,Rice,96920.0,133263.0
5772,Bihar,BANKA,2006,Kharif,Maize,6652.0,8940.0
5773,Bihar,BANKA,2006,Rabi,Maize,1836.0,7726.0
5774,Bihar,BANKA,2006,Summer,Maize,3726.0,13113.0
5775,Bihar,BANKA,2006,Winter,Rice,99429.0,258065.0
5776,Bihar,BANKA,2007,Autumn,Maize,9978.0,13789.0
5777,Bihar,BANKA,2007,Rabi,Maize,1697.0,18126.0
5778,Bihar,BANKA,2007,Summer,Maize,4666.0,17871.0
5779,Bihar,BANKA,2007,Winter,Rice,100545.0,241087.0
5780,Bihar,BANKA,2008,Autumn,Maize,9782.0,15789.0
5781,Bihar,BANKA,2008,Rabi,Maize,1886.0,16039.0
5782,Bihar,BANKA,2008,Summer,Maize,3829.0,6982.0
5783,Bihar,BANKA,2008,Winter,Rice,97023.0,215838.0
5784,Bihar,BANKA,2009,Autumn,Maize,6478.0,18194.0
5785,Bihar,BANKA,2009,Rabi,Maize,1361.0,3329.0
5786,Bihar,BANKA,2009,Summer,Maize,3538.0,10071.0
5787,Bihar,BANKA,2009,Summer,Rice,1.0,1.0
5788,Bihar,BANKA,2009,Winter,Rice,101999.0,211103.0
5789,Bihar,BANKA,2010,Autumn,Maize,7036.0,17091.0
5790,Bihar,BANKA,2010,Rabi,Maize,980.0,2879.0
5791,Bihar,BANKA,2010,Summer,Maize,3258.0,15645.0
5792,Bihar,BANKA,2010,Winter,Rice,80170.0,159926.0
5793,Bihar,BANKA,2011,Autumn,Maize,6857.0,18941.0
5794,Bihar,BANKA,2011,Rabi,Maize,999.0,5331.0
5795,Bihar,BANKA,2011,Summer,Maize,3348.0,18585.0
5796,Bihar,BANKA,2011,Winter,Rice,99780.0,390622.0
5797,Bihar,BANKA,2012,Autumn,Maize,6568.0,20380.0
5798,Bihar,BANKA,2012,Rabi,Maize,874.0,4068.0
5799,Bihar,BANKA,2012,Summer,Maize,3059.0,18840.0
5800,Bihar,BANKA,2012,Winter,Rice,96359.0,291074.0
5801,Bihar,BANKA,2013,Autumn,Maize,7003.0,19433.0
5802,Bihar,BANKA,2013,Rabi,Maize,868.0,3532.0
5803,Bihar,BANKA,2013,Summer,Maize,3233.0,16869.0
5804,Bihar,BANKA,2013,Winter,Rice,95524.0,284394.0
5805,Bihar,BANKA,2014,Autumn,Maize,7070.0,20688.0
5806,Bihar,BANKA,2014,Rabi,Maize,683.0,1679.0
5807,Bihar,BANKA,2014,Summer,Maize,3280.0,13565.0
5808,Bihar,BANKA,2014,Winter,Rice,91863.0,323625.0
5809,Bihar,BEGUSARAI,1997,Autumn,Rice,7812.0,11698.0
5810,Bihar,BEGUSARAI,1997,Kharif,Maize,50431.0,18500.0
5811,Bihar,BEGUSARAI,1997,Rabi,Maize,16685.0,62869.0
5812,Bihar,BEGUSARAI,1997,Summer,Maize,407.0,738.0
5813,Bihar,BEGUSARAI,1997,Summer,Rice,144.0,210.0
5814,Bihar,BEGUSARAI,1997,Whole Year,Banana,253.0,16324.0
5815,Bihar,BEGUSARAI,1997,Winter,Rice,12907.0,12172.0
5816,Bihar,BEGUSARAI,1998,Kharif,Blackgram,587.0,412.0
5817,Bihar,BEGUSARAI,1998,Kharif,Jute,19.0,90.0
5818,Bihar,BEGUSARAI,1998,Kharif,Maize,51968.0,21217.0
5819,Bihar,BEGUSARAI,1998,Rabi,Maize,17542.0,58783.0
5820,Bihar,BEGUSARAI,1998,Summer,Maize,465.0,1092.0
5821,Bihar,BEGUSARAI,1998,Summer,Rice,23.0,87.0
5822,Bihar,BEGUSARAI,1998,Whole Year,Banana,250.0,11923.0
5823,Bihar,BEGUSARAI,1998,Winter,Rice,14762.0,8186.0
5824,Bihar,BEGUSARAI,1999,Kharif,Maize,46412.0,60399.0
5825,Bihar,BEGUSARAI,1999,Kharif,Rice,6783.0,10626.0
5826,Bihar,BEGUSARAI,1999,Rabi,Maize,17116.0,42140.0
5827,Bihar,BEGUSARAI,1999,Summer,Maize,1121.0,3721.0
5828,Bihar,BEGUSARAI,1999,Summer,Rice,112.0,234.0
5829,Bihar,BEGUSARAI,1999,Whole Year,Banana,240.0,3238.0
5830,Bihar,BEGUSARAI,2000,Autumn,Rice,15608.0,15420.0
5831,Bihar,BEGUSARAI,2000,Kharif,Maize,52503.0,68182.0
5832,Bihar,BEGUSARAI,2000,Kharif,Rice,7127.0,7590.0
5833,Bihar,BEGUSARAI,2000,Rabi,Maize,17669.0,47229.0
5834,Bihar,BEGUSARAI,2000,Summer,Maize,3735.0,10647.0
5835,Bihar,BEGUSARAI,2000,Summer,Rice,368.0,511.0
5836,Bihar,BEGUSARAI,2000,Whole Year,Banana,280.0,6835.0
5837,Bihar,BEGUSARAI,2001,Autumn,Maize,41334.0,66483.0
5838,Bihar,BEGUSARAI,2001,Autumn,Rice,22536.0,29097.0
5839,Bihar,BEGUSARAI,2001,Kharif,Jute,5.0,33.0
5840,Bihar,BEGUSARAI,2001,Kharif,Rice,342.0,570.0
5841,Bihar,BEGUSARAI,2001,Rabi,Maize,17557.0,51266.0
5842,Bihar,BEGUSARAI,2001,Summer,Maize,3557.0,8637.0
5843,Bihar,BEGUSARAI,2001,Summer,Rice,5489.0,2996.0
5844,Bihar,BEGUSARAI,2001,Whole Year,Banana,278.0,23786.0
5845,Bihar,BEGUSARAI,2002,Autumn,Maize,40819.0,54458.0
5846,Bihar,BEGUSARAI,2002,Autumn,Rice,4958.0,5188.0
5847,Bihar,BEGUSARAI,2002,Rabi,Maize,18009.0,33299.0
5848,Bihar,BEGUSARAI,2002,Summer,Maize,3641.0,9901.0
5849,Bihar,BEGUSARAI,2002,Summer,Rice,353.0,521.0
5850,Bihar,BEGUSARAI,2002,Whole Year,Banana,306.0,24560.0
5851,Bihar,BEGUSARAI,2002,Winter,Rice,23986.0,22764.0
5852,Bihar,BEGUSARAI,2003,Autumn,Rice,4742.0,6530.0
5853,Bihar,BEGUSARAI,2003,Kharif,Maize,40362.0,76611.0
5854,Bihar,BEGUSARAI,2003,Rabi,Maize,16840.0,37284.0
5855,Bihar,BEGUSARAI,2003,Summer,Maize,3675.0,11057.0
5856,Bihar,BEGUSARAI,2003,Summer,Rice,328.0,436.0
5857,Bihar,BEGUSARAI,2003,Whole Year,Banana,323.0,25039.0
5858,Bihar,BEGUSARAI,2003,Winter,Rice,21832.0,29364.0
5859,Bihar,BEGUSARAI,2004,Autumn,Rice,4922.0,4406.0
5860,Bihar,BEGUSARAI,2004,Kharif,Jute,3.0,24.0
5861,Bihar,BEGUSARAI,2004,Kharif,Maize,40164.0,60514.0
5862,Bihar,BEGUSARAI,2004,Rabi,Maize,16845.0,39788.0
5863,Bihar,BEGUSARAI,2004,Summer,Maize,3239.0,7065.0
5864,Bihar,BEGUSARAI,2004,Summer,Rice,376.0,595.0
5865,Bihar,BEGUSARAI,2004,Whole Year,Banana,282.0,3615.0
5866,Bihar,BEGUSARAI,2004,Winter,Rice,19600.0,7591.0
5867,Bihar,BEGUSARAI,2005,Autumn,Rice,5453.0,4384.0
5868,Bihar,BEGUSARAI,2005,Kharif,Jute,3.0,30.0
5869,Bihar,BEGUSARAI,2005,Kharif,Maize,40910.0,61138.0
5870,Bihar,BEGUSARAI,2005,Rabi,Maize,16733.0,56089.0
5871,Bihar,BEGUSARAI,2005,Summer,Maize,3251.0,6974.0
5872,Bihar,BEGUSARAI,2005,Summer,Rice,327.0,266.0
5873,Bihar,BEGUSARAI,2005,Whole Year,Banana,295.0,10829.0
5874,Bihar,BEGUSARAI,2005,Winter,Rice,18763.0,3636.0
5875,Bihar,BEGUSARAI,2006,Autumn,Rice,5554.0,4432.0
5876,Bihar,BEGUSARAI,2006,Kharif,Jute,3.0,31.0
5877,Bihar,BEGUSARAI,2006,Kharif,Maize,42678.0,51721.0
5878,Bihar,BEGUSARAI,2006,Rabi,Maize,17164.0,68175.0
5879,Bihar,BEGUSARAI,2006,Summer,Maize,3445.0,11863.0
5880,Bihar,BEGUSARAI,2006,Summer,Rice,321.0,407.0
5881,Bihar,BEGUSARAI,2006,Winter,Rice,18576.0,29080.0
5882,Bihar,BEGUSARAI,2007,Autumn,Maize,44761.0,44492.0
5883,Bihar,BEGUSARAI,2007,Autumn,Rice,5990.0,677.0
5884,Bihar,BEGUSARAI,2007,Kharif,Jute,3.0,28.0
5885,Bihar,BEGUSARAI,2007,Rabi,Maize,17595.0,63008.0
5886,Bihar,BEGUSARAI,2007,Summer,Maize,3680.0,13072.0
5887,Bihar,BEGUSARAI,2007,Summer,Rice,317.0,375.0
5888,Bihar,BEGUSARAI,2007,Whole Year,Banana,299.0,3908.0
5889,Bihar,BEGUSARAI,2007,Winter,Rice,19020.0,637.0
5890,Bihar,BEGUSARAI,2008,Autumn,Maize,38775.0,44479.0
5891,Bihar,BEGUSARAI,2008,Autumn,Rice,5473.0,7304.0
5892,Bihar,BEGUSARAI,2008,Rabi,Maize,14549.0,30611.0
5893,Bihar,BEGUSARAI,2008,Summer,Maize,3007.0,9719.0
5894,Bihar,BEGUSARAI,2008,Summer,Rice,282.0,456.0
5895,Bihar,BEGUSARAI,2008,Winter,Rice,15398.0,16859.0
5896,Bihar,BEGUSARAI,2009,Autumn,Maize,40914.0,34429.0
5897,Bihar,BEGUSARAI,2009,Autumn,Rice,10431.0,7045.0
5898,Bihar,BEGUSARAI,2009,Rabi,Maize,16621.0,10072.0
5899,Bihar,BEGUSARAI,2009,Summer,Maize,4051.0,9790.0
5900,Bihar,BEGUSARAI,2009,Summer,Rice,870.0,1459.0
5901,Bihar,BEGUSARAI,2009,Winter,Rice,18393.0,7370.0
5902,Bihar,BEGUSARAI,2010,Autumn,Maize,37501.0,69047.0
5903,Bihar,BEGUSARAI,2010,Autumn,Rice,10512.0,4902.0
5904,Bihar,BEGUSARAI,2010,Rabi,Maize,16654.0,59455.0
5905,Bihar,BEGUSARAI,2010,Summer,Maize,2944.0,9051.0
5906,Bihar,BEGUSARAI,2010,Summer,Rice,1070.0,2062.0
5907,Bihar,BEGUSARAI,2010,Winter,Rice,18175.0,5027.0
5908,Bihar,BEGUSARAI,2011,Autumn,Maize,38014.0,26167.0
5909,Bihar,BEGUSARAI,2011,Autumn,Rice,10530.0,13383.0
5910,Bihar,BEGUSARAI,2011,Rabi,Maize,16269.0,102234.0
5911,Bihar,BEGUSARAI,2011,Summer,Maize,3442.0,11460.0
5912,Bihar,BEGUSARAI,2011,Summer,Rice,256.0,449.0
5913,Bihar,BEGUSARAI,2011,Winter,Rice,18447.0,37271.0
5914,Bihar,BEGUSARAI,2012,Autumn,Maize,40917.0,112788.0
5915,Bihar,BEGUSARAI,2012,Autumn,Rice,10446.0,20333.0
5916,Bihar,BEGUSARAI,2012,Rabi,Maize,14549.0,49758.0
5917,Bihar,BEGUSARAI,2012,Summer,Maize,4051.0,20238.0
5918,Bihar,BEGUSARAI,2012,Summer,Rice,870.0,2262.0
5919,Bihar,BEGUSARAI,2012,Winter,Rice,16597.0,33263.0
5920,Bihar,BEGUSARAI,2013,Autumn,Maize,37500.0,50191.0
5921,Bihar,BEGUSARAI,2013,Autumn,Rice,10512.0,8367.0
5922,Bihar,BEGUSARAI,2013,Rabi,Maize,16134.0,71877.0
5923,Bihar,BEGUSARAI,2013,Summer,Maize,2516.0,7041.0
5924,Bihar,BEGUSARAI,2013,Summer,Rice,1023.0,2386.0
5925,Bihar,BEGUSARAI,2013,Winter,Rice,18040.0,21989.0
5926,Bihar,BEGUSARAI,2014,Autumn,Maize,30672.0,61233.0
5927,Bihar,BEGUSARAI,2014,Autumn,Rice,4515.0,6340.0
5928,Bihar,BEGUSARAI,2014,Rabi,Maize,15264.0,51684.0
5929,Bihar,BEGUSARAI,2014,Summer,Maize,2057.0,8742.0
5930,Bihar,BEGUSARAI,2014,Winter,Rice,17817.0,31110.0
5931,Bihar,BHAGALPUR,1997,Autumn,Rice,1215.0,1867.0
5932,Bihar,BHAGALPUR,1997,Kharif,Maize,33950.0,34935.0
5933,Bihar,BHAGALPUR,1997,Rabi,Maize,8820.0,23990.0
5934,Bihar,BHAGALPUR,1997,Summer,Maize,9135.0,18249.0
5935,Bihar,BHAGALPUR,1997,Summer,Rice,248.0,438.0
5936,Bihar,BHAGALPUR,1997,Whole Year,Banana,2716.0,42288.0
5937,Bihar,BHAGALPUR,1997,Winter,Rice,51405.0,81057.0
5938,Bihar,BHAGALPUR,1998,Kharif,Blackgram,6682.0,5025.0
5939,Bihar,BHAGALPUR,1998,Kharif,Maize,28131.0,37257.0
5940,Bihar,BHAGALPUR,1998,Rabi,Maize,8536.0,2787.0
5941,Bihar,BHAGALPUR,1998,Summer,Maize,7751.0,10695.0
5942,Bihar,BHAGALPUR,1998,Summer,Rice,307.0,576.0
5943,Bihar,BHAGALPUR,1998,Whole Year,Banana,2367.0,25682.0
5944,Bihar,BHAGALPUR,1998,Winter,Rice,49104.0,60757.0
5945,Bihar,BHAGALPUR,1999,Kharif,Maize,26084.0,28002.0
5946,Bihar,BHAGALPUR,1999,Kharif,Rice,1068.0,1216.0
5947,Bihar,BHAGALPUR,1999,Rabi,Maize,8649.0,22885.0
5948,Bihar,BHAGALPUR,1999,Summer,Maize,7680.0,18791.0
5949,Bihar,BHAGALPUR,1999,Summer,Rice,383.0,697.0
5950,Bihar,BHAGALPUR,1999,Whole Year,Banana,1109.0,21980.0
5951,Bihar,BHAGALPUR,2000,Autumn,Rice,44858.0,49556.0
5952,Bihar,BHAGALPUR,2000,Kharif,Maize,28826.0,56725.0
5953,Bihar,BHAGALPUR,2000,Kharif,Rice,1130.0,1432.0
5954,Bihar,BHAGALPUR,2000,Rabi,Maize,7486.0,23199.0
5955,Bihar,BHAGALPUR,2000,Summer,Maize,7598.0,24404.0
5956,Bihar,BHAGALPUR,2000,Summer,Rice,460.0,788.0
5957,Bihar,BHAGALPUR,2000,Whole Year,Banana,1089.0,10171.0
5958,Bihar,BHAGALPUR,2001,Autumn,Maize,27953.0,65591.0
5959,Bihar,BHAGALPUR,2001,Autumn,Rice,43555.0,53843.0
5960,Bihar,BHAGALPUR,2001,Kharif,Rice,496.0,946.0
5961,Bihar,BHAGALPUR,2001,Rabi,Maize,8224.0,36087.0
5962,Bihar,BHAGALPUR,2001,Summer,Maize,7364.0,23749.0
5963,Bihar,BHAGALPUR,2001,Summer,Rice,1990.0,2228.0
5964,Bihar,BHAGALPUR,2001,Whole Year,Banana,875.0,7228.0
5965,Bihar,BHAGALPUR,2002,Autumn,Maize,27812.0,51263.0
5966,Bihar,BHAGALPUR,2002,Autumn,Rice,1162.0,1330.0
5967,Bihar,BHAGALPUR,2002,Kharif,Jute,5.0,33.0
5968,Bihar,BHAGALPUR,2002,Rabi,Maize,8737.0,16059.0
5969,Bihar,BHAGALPUR,2002,Summer,Maize,9522.0,24636.0
5970,Bihar,BHAGALPUR,2002,Summer,Rice,360.0,551.0
5971,Bihar,BHAGALPUR,2002,Whole Year,Banana,998.0,2236.0
5972,Bihar,BHAGALPUR,2002,Winter,Rice,44438.0,49677.0
5973,Bihar,BHAGALPUR,2003,Autumn,Rice,1094.0,1345.0
5974,Bihar,BHAGALPUR,2003,Kharif,Jute,4.0,30.0
5975,Bihar,BHAGALPUR,2003,Kharif,Maize,29353.0,51402.0
5976,Bihar,BHAGALPUR,2003,Rabi,Maize,10882.0,23157.0
5977,Bihar,BHAGALPUR,2003,Summer,Maize,9383.0,25896.0
5978,Bihar,BHAGALPUR,2003,Summer,Rice,406.0,567.0
5979,Bihar,BHAGALPUR,2003,Whole Year,Banana,840.0,2041.0
5980,Bihar,BHAGALPUR,2003,Winter,Rice,43555.0,55133.0
5981,Bihar,BHAGALPUR,2004,Autumn,Rice,1505.0,1341.0
5982,Bihar,BHAGALPUR,2004,Kharif,Jute,3.0,24.0
5983,Bihar,BHAGALPUR,2004,Kharif,Maize,25109.0,37755.0
5984,Bihar,BHAGALPUR,2004,Rabi,Maize,10399.0,31103.0
5985,Bihar,BHAGALPUR,2004,Summer,Maize,9480.0,29551.0
5986,Bihar,BHAGALPUR,2004,Summer,Rice,408.0,614.0
5987,Bihar,BHAGALPUR,2004,Whole Year,Banana,851.0,1889.0
5988,Bihar,BHAGALPUR,2004,Winter,Rice,39780.0,18457.0
5989,Bihar,BHAGALPUR,2005,Autumn,Rice,1301.0,1152.0
5990,Bihar,BHAGALPUR,2005,Kharif,Maize,26201.0,38811.0
5991,Bihar,BHAGALPUR,2005,Rabi,Maize,10516.0,22357.0
5992,Bihar,BHAGALPUR,2005,Summer,Maize,10328.0,28602.0
5993,Bihar,BHAGALPUR,2005,Summer,Rice,267.0,392.0
5994,Bihar,BHAGALPUR,2005,Whole Year,Banana,1098.0,2580.0
5995,Bihar,BHAGALPUR,2005,Winter,Rice,46288.0,50466.0
5996,Bihar,BHAGALPUR,2006,Autumn,Rice,1560.0,1560.0
5997,Bihar,BHAGALPUR,2006,Kharif,Maize,25812.0,35553.0
5998,Bihar,BHAGALPUR,2006,Rabi,Maize,10838.0,42691.0
5999,Bihar,BHAGALPUR,2006,Summer,Maize,7788.0,26655.0
6000,Bihar,BHAGALPUR,2006,Summer,Rice,351.0,488.0
6001,Bihar,BHAGALPUR,2006,Winter,Rice,46289.0,112180.0
6002,Bihar,BHAGALPUR,2007,Autumn,Maize,25146.0,21413.0
6003,Bihar,BHAGALPUR,2007,Autumn,Rice,1550.0,918.0
6004,Bihar,BHAGALPUR,2007,Rabi,Maize,10402.0,42894.0
6005,Bihar,BHAGALPUR,2007,Summer,Maize,7103.0,26205.0
6006,Bihar,BHAGALPUR,2007,Summer,Rice,350.0,484.0
6007,Bihar,BHAGALPUR,2007,Whole Year,Banana,851.0,1949.0
6008,Bihar,BHAGALPUR,2007,Winter,Rice,39780.0,41303.0
6009,Bihar,BHAGALPUR,2008,Autumn,Maize,22636.0,21247.0
6010,Bihar,BHAGALPUR,2008,Autumn,Rice,1355.0,1735.0
6011,Bihar,BHAGALPUR,2008,Kharif,Jute,24.0,192.0
6012,Bihar,BHAGALPUR,2008,Rabi,Maize,8020.0,56068.0
6013,Bihar,BHAGALPUR,2008,Summer,Maize,5146.0,9269.0
6014,Bihar,BHAGALPUR,2008,Summer,Rice,350.0,581.0
6015,Bihar,BHAGALPUR,2008,Winter,Rice,39799.0,53877.0
6016,Bihar,BHAGALPUR,2009,Autumn,Maize,20456.0,29309.0
6017,Bihar,BHAGALPUR,2009,Autumn,Rice,1273.0,1132.0
6018,Bihar,BHAGALPUR,2009,Kharif,Jute,22.0,202.0
6019,Bihar,BHAGALPUR,2009,Rabi,Maize,7784.0,20308.0
6020,Bihar,BHAGALPUR,2009,Summer,Maize,7038.0,20237.0
6021,Bihar,BHAGALPUR,2009,Summer,Rice,327.0,569.0
6022,Bihar,BHAGALPUR,2009,Winter,Rice,38889.0,57493.0
6023,Bihar,BHAGALPUR,2010,Autumn,Maize,20751.0,47041.0
6024,Bihar,BHAGALPUR,2010,Autumn,Rice,1185.0,1034.0
6025,Bihar,BHAGALPUR,2010,Kharif,Jute,20.0,182.0
6026,Bihar,BHAGALPUR,2010,Rabi,Maize,12613.0,61060.0
6027,Bihar,BHAGALPUR,2010,Summer,Maize,6103.0,29759.0
6028,Bihar,BHAGALPUR,2010,Summer,Rice,322.0,619.0
6029,Bihar,BHAGALPUR,2010,Winter,Rice,29266.0,27793.0
6030,Bihar,BHAGALPUR,2011,Autumn,Maize,22869.0,64879.0
6031,Bihar,BHAGALPUR,2011,Autumn,Rice,589.0,947.0
6032,Bihar,BHAGALPUR,2011,Kharif,Jute,23.0,266.0
6033,Bihar,BHAGALPUR,2011,Rabi,Maize,16580.0,88471.0
6034,Bihar,BHAGALPUR,2011,Summer,Maize,9476.0,50628.0
6035,Bihar,BHAGALPUR,2011,Summer,Rice,276.0,503.0
6036,Bihar,BHAGALPUR,2011,Winter,Rice,25788.0,79647.0
6037,Bihar,BHAGALPUR,2012,Autumn,Maize,18193.0,104118.0
6038,Bihar,BHAGALPUR,2012,Autumn,Rice,983.0,1743.0
6039,Bihar,BHAGALPUR,2012,Rabi,Maize,17135.0,115576.0
6040,Bihar,BHAGALPUR,2012,Summer,Maize,9476.0,53733.0
6041,Bihar,BHAGALPUR,2012,Summer,Rice,276.0,726.0
6042,Bihar,BHAGALPUR,2012,Winter,Rice,33883.0,64834.0
6043,Bihar,BHAGALPUR,2013,Autumn,Maize,16197.0,79763.0
6044,Bihar,BHAGALPUR,2013,Autumn,Rice,1086.0,1603.0
6045,Bihar,BHAGALPUR,2013,Rabi,Maize,18475.0,141167.0
6046,Bihar,BHAGALPUR,2013,Summer,Maize,9971.0,51908.0
6047,Bihar,BHAGALPUR,2013,Summer,Rice,590.0,1372.0
6048,Bihar,BHAGALPUR,2013,Winter,Rice,27843.0,53722.0
6049,Bihar,BHAGALPUR,2014,Autumn,Maize,17559.0,69304.0
6050,Bihar,BHAGALPUR,2014,Autumn,Rice,1192.0,2073.0
6051,Bihar,BHAGALPUR,2014,Rabi,Maize,18452.0,45355.0
6052,Bihar,BHAGALPUR,2014,Summer,Maize,10051.0,41149.0
6053,Bihar,BHAGALPUR,2014,Summer,Rice,536.0,1139.0
6054,Bihar,BHAGALPUR,2014,Winter,Rice,30623.0,92619.0
6055,Bihar,BHOJPUR,1997,Autumn,Rice,682.0,733.0
6056,Bihar,BHOJPUR,1997,Kharif,Maize,1887.0,1384.0
6057,Bihar,BHOJPUR,1997,Rabi,Maize,25.0,39.0
6058,Bihar,BHOJPUR,1997,Summer,Maize,101.0,208.0
6059,Bihar,BHOJPUR,1997,Summer,Rice,54.0,93.0
6060,Bihar,BHOJPUR,1997,Winter,Rice,106982.0,205530.0
6061,Bihar,BHOJPUR,1998,Kharif,Maize,1900.0,1996.0
6062,Bihar,BHOJPUR,1998,Rabi,Maize,27.0,81.0
6063,Bihar,BHOJPUR,1998,Summer,Maize,140.0,370.0
6064,Bihar,BHOJPUR,1998,Winter,Rice,102606.0,220745.0
6065,Bihar,BHOJPUR,1999,Kharif,Maize,2508.0,2280.0
6066,Bihar,BHOJPUR,1999,Kharif,Rice,581.0,656.0
6067,Bihar,BHOJPUR,1999,Rabi,Maize,39.0,117.0
6068,Bihar,BHOJPUR,1999,Summer,Maize,139.0,330.0
6069,Bihar,BHOJPUR,2000,Autumn,Rice,108068.0,251834.0
6070,Bihar,BHOJPUR,2000,Kharif,Maize,2510.0,2876.0
6071,Bihar,BHOJPUR,2000,Kharif,Rice,606.0,785.0
6072,Bihar,BHOJPUR,2000,Rabi,Maize,68.0,105.0
6073,Bihar,BHOJPUR,2000,Summer,Maize,199.0,511.0
6074,Bihar,BHOJPUR,2000,Summer,Rice,175.0,243.0
6075,Bihar,BHOJPUR,2001,Autumn,Maize,2573.0,3174.0
6076,Bihar,BHOJPUR,2001,Autumn,Rice,110652.0,242677.0
6077,Bihar,BHOJPUR,2001,Kharif,Rice,9.0,15.0
6078,Bihar,BHOJPUR,2001,Rabi,Maize,6.0,9.0
6079,Bihar,BHOJPUR,2001,Summer,Maize,244.0,503.0
6080,Bihar,BHOJPUR,2001,Summer,Rice,957.0,1149.0
